Time Now: 2025-07-17 08:14:20.201528
Cutoff Time: 2025-07-17 12:00:00
Now < Cutoff Time: True
Fetching news from 2025-07-16T12:00:00 to 2025-07-17T08:14:20.201528
('2025-07-16T12:00:00', 'RELIANCE', 'Reliance walks fine line on Russia-US energy  Breakingviews', 'https://news.google.com/rss/articles/CBMiqwFBVV95cUxPcGd2Tk9FcC0yMzFhRXpfblBtRFJ4NE1sa3RXUk5naVFjQ2Vad0s4cmFfTVAySVVfRHJZeEFYcEFDQXdWUDI1bFhlUTlsR1BPazlRYTJibW5sTzNBSE1TZThKYnBBSXBRTTU2dl9ObWxIaXRvQnU5emVxTFhTZGtzdHhLOWNlWks2NEdDZmpmWXotTGllZzFDN2JMb0FJWjQxQm1SblVycWhGejQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T19:37:00', 'M&M', 'N.J. man admits to filing returns causing $16M in tax losses involving home energy credits  NJ.com', 'https://news.google.com/rss/articles/CBMixAFBVV95cUxObjFibVc0OFVfdzJ5SjVYSUNaN0NvbEoybHBHRWlrS2RYd2NWbW5WMFFsREFfRDJTOXBZR2MwNGNOVWkwV1ViVG94QnJfYWk2TDFuNko1ZDR4U1djMmRwWDJJMFJpV0F5cm5KaWppSi0tWlpNX0xlMXlFVTdHbUZ5NzNsNTBuQkh2UlVpWDEwdEMzcFQ4VllkR2ZlTjlNRTVocmliOWV0VVI0dEE1QnlVRDBaN3dwYlhEbWU2RWU5bTk1NE5r0gHYAUFVX3lxTFB4RW0yZDRGbUlSYTJEcEFUUmlJU29UblNrRHN3REYyRnZoS1ZOZURkVjJaMkx1bncySVN1Um5jS0VGdzhyaFVJNVNfMkJ0WWwxb3BkRzJuZng4NmtDU3J1dEJiUEdwelg4OGtrb1J4QnJpYXZJRTBVVXNNakpSQ241bWQ3TXdjSy12NTJDOWRaYmdxY1pHVkZpS1VfZElkZk14UFRPT0lxQW1Eb243R1h1Tk55X2ktdU54VHdETENfeEdzZzVsZThMNk9tWXdwVG4tTnBOcWdpeA?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T19:43:00', 'BRITANNIA', "Youth reporter: What's New at the Britannia Mine Museum  Squamish Chief", 'https://news.google.com/rss/articles/CBMirgFBVV95cUxNN2p2MVMyYmJmUlB5dV9UQ1VjWXFCYU1hbWt6T0VWT2ZOTUgtaU5qN2p2d1kzaTUxaEpsS1lsZzJHTVBheGpiNDNoY0lqZmFxRi12Z2Q2RVpnODNNZnVVOTdQM3RUUDdWdHhMVUJZR3UxaG1pWXk3VUhubkYxMWhQNWZtWnJZYWFYRE1jTXhMTkpUNWtOOWFIRmVGeXluLTE5QXpMeTJTcURBaDBOSFE?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T19:52:22', 'MARUTI', 'Stocks to Watch Today: Tech Mahindra, Angel One, Ixigo, Maruti Suzuki, Godrej Properties, Hindustan Zinc,...  Moneycontrol', 'https://news.google.com/rss/articles/CBMirgJBVV95cUxPNjRKT1NfcmZidE1Ob1FucktpVEZqVHdqWFE1UXZ4RmMzaTNVMmNDejRscFFZb01kT2hxWDNONFo3SVN4LXg0U254SUpNdTREbkJtaEc4ZlphMUtuOFNXY3ZCOXBEaW5iUDF1QmFKWjdaZ09VVkFUMDRMZnc0VGFiWURDbGw4aW5pVldvY0lNUUVybnl3QzZUNWhuNlNGdzI1aDFkQjRORU9JSEh5ZjRqeFk1NUxYMjh6a1l3dl9jcmExWDdvdGNUZ1RPb2JYOHNCT3NOSUU4ZzRBcjE4bGhwYWtScmd0dnliZ211a1ZfeEprT1dZdWVMVGVuRm5CYWsyQWdCMDhMODR0MzlhQnB6b0FoN2s2eE0yamlaLXJ1dmM2blI1RDUwU1ZhM3pUZ9IBswJBVV95cUxQNGE5OHk2dDBMNFNlem1NdmpKUzdULTJ3T3E5cnB1LVRUeVl3ZGRMcnotbWF3SVRCcWcySFRSVy1xYTZBeXowSUY4OGE2RktpSmRNd2JSVUpfVzljMTBWY1B2elNVXzVqMEx0TGRHbk1ueEI0Z3RTRzNSYkNNQk5qY05PNWk5eFBkTWZJZG55TFd4alA1NnFNTlhmZzE3Q2lxOXNZLTE1bVNYTE5NOHJ0b3lHQnRjQ2ltcy1GVzN0R2FGeGViY2hscFFqU1Y1X1RWd2dwakU5Q0VuSk1sYkQ2WFNCMXZFQ2xkWVgzekllam1XdmY5OHpHX1R4dDdrWk96UzU4WlJtUGVpcnNlbDdNcUM1a1lpVl9yWloxZk1GeEtiRzFmM2J5M2dVVlNXQlZpYnVn?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:01:55', 'SBI', 'Snapscale Launches its SafeBase Initiative (SBI) the  GlobeNewswire', 'https://news.google.com/rss/articles/CBMivAJBVV95cUxNekI4Smk5LVh1bnJja3JZQ0xYamY3dGRyZ2d0V2QxeWJoTl9nYzNydXJzdWo4enNraGJ0VzFwaTBIcS1xZDBSQ2x3c0txQ1ZWdWdKZXJTdV9iUWVxVGgyMGFwYVY5ZFhyaVM1Q1RyOEUyeFhGT3Q5NHVPbWV0LWJ6SW92VGRNaGpXeVNuTXdQWUVTbXp4a3NOZ2Y2c1FrTnE1MjYzR3JZZ0twM0dETTRNcmdqcDVmVzNyU2ExS1NFZklUZER4VTRsRzYzdWlZMjFPeGpNTmlmWDYwMjVucmdweWwtRkZTZk9jVUQ5dXR3MW1BWTZQZF81ajZkcFVpdzBhUVdIeFZ5QmtkbklqNWtlUVo2bGJzUGUxUTFnVGVMYmx5eVZibDlRUDdieE1BYjI0THlPOWV1cllIY3hw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:07:48', 'ITC', "Apple says ITC ruling on Chinese display ban won't impact the iPhone  Tom's Guide", 'https://news.google.com/rss/articles/CBMixAFBVV95cUxOWkNWNWV1TklTNnBYbXo1M0FidHhhRWI4T0stWDBzX3V3dHpvTXE4R0xjUzhiRTUyZlFYWnlGd1FGdzZtNVllUGZvLUx3R00yeWNQRkFFT3hhN1ROWWhYUFBuV1RZR3lkbE5YemFFekkwM0JGREUyZXVXRnNoeUxhems1R0lDanpuUkNSekx6SC16UjF1V09GTWF4RG1hYzR1aEN6b3pJR1ZzNzZ2aG9iVjhhU2Zic1Mwd0pYQnpramM3WUgz?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:16:07', 'M&M', 'Brandy and Monica’s Co-Headline Tour Helps Black Promoters Collective Hit $100M in First Half of 2025  Billboard', 'https://news.google.com/rss/articles/CBMiiAFBVV95cUxNcmdld044Y2ZkX1hNZmtQckpMQ1dZQXBlcXcyb25aaDg2MEFGUU5qa2ZPamJScXJBcTBzYjRRV19fcVl3cGtYd0NQeXFxOVlRa1R2RTJwY05SaFNZU1hJWUZFT0lPazlzVHdtQXFIc2tRNkV5VDZFNU5UMk9LaTJZLThESGQyR1ow?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:18:33', 'TITAN', 'Tennessee Titans training camp preview: Outside linebackers  Titans Wire', 'https://news.google.com/rss/articles/CBMi1AFBVV95cUxNZUpQZmZVSVkwUTZHWW5FUFJQX2dsSFExbVFtUDZfbEp0VDhHMk84NW84QnNqVFlkRm90Q2tLTktaUlJhTndrS3RUYk1idUVWWHlsZVhGQkQ4VXpVV2FLRW5sYTRNTnZfajdRSVFGUjA4WTRrX0ZVbXNpT0MzS012elNKeTVtWGZ0RHM1V05IS0xLc0dEZHFDc2djVXNId3MxMDg1eHhmekh0NjNhLWhPVm1KMVlKTDVyME9FYmJFWmZGYUVPaGZRcXFLUzhld2VYQVFPRQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:28:00', 'M&M', 'Largest piece of Mars on Earth sells for over $5m at New York auction  The Guardian', 'https://news.google.com/rss/articles/CBMihAFBVV95cUxNb0tPOGZIQWhUZER1N1ZoVHU2dDhVd0R0aFhxMUZKWnU1enFPTHhMRFdjemRNRW1iZmhmWjlnaVpmaUZyX09vZmF3eHJzeThMVFp2NHRrNmxRd3U1c0tnSzFtVVBrMlh4YU16N0dodlRULXROYl9lMTdyeXN1TnV1UWQxUkQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:30:07', 'TITAN', 'AFC Notes: Travis Hunter, Trevor Lawrence, Jaguars, Titans  NFLTradeRumors.co', 'https://news.google.com/rss/articles/CBMiiAFBVV95cUxOZ2FNdzMtMmdYVTNWZk5ZR2lUdmJ3Z0gzQ3F5Wmo1U2F0WlRUcUstdTJhOHFUeXk4Zld4aW92amFfLW8tS3RyTmR4UmZudU43akZvSUtSaEI3RXNJOXNhQTk0Z0FwVkpoc3BwS0JQcWgwQTBLd0dBNE94RlRPdTE4ZFdzNTVmejJo?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:30:14', 'SBI', 'SBI to raise Rs 45,000 cr via equity, debt issuances in FY26; QIP opens at Rs 811  Tribune India', 'https://news.google.com/rss/articles/CBMivwFBVV95cUxOanVIT1l3a1M0NGY0V2RKY3I0YlNGSnRZUkNZcGMyNERSX0RTemtDUnh4akE2MmJ3dThfaUs5czctSFhveVpHbmNtM016VW81ZldILWoxaXdURVRPZXdZUnVBb1lsTjZKenJTWkFhUHhxQmplRnBNZThwM243TmtiMFpYd3dReExoU0k5V1UyeWFFd3JjdEhVVUdPZHVVVklyc3ZoZWtwNHZ6c1VuU0M5UWw1M1BOTDNrY0VpVjBid9IBwwFBVV95cUxQR21HRWNBaWk5U3p0WW5mLV9VSlVHMElCWGV0dFcwUFl0WU40T0s2NGlnQUN1QmpmYUY1NGlLcGt5Tm0zZ01EOHNzWUhOUmFkY1RRTExkYkxJMTMxNGpKVTVlOF91VWZDcTQ1N0c2WmFyMXJHR2IwNUM4OUVXNkxBanJERW5FMmxxdF9EQmtoX3g0Y1RDSWdHX3ViUzZkRm9WYmhXVWNnb29IWEpsUFB4VWk3WGF4T2dOS0V6Sk5wSWZEOWM?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:32:07', 'M&M', 'Seagate Shipping 30TB HAMR IronWolf Pro and Exos M Hard Drives  ServeTheHome', 'https://news.google.com/rss/articles/CBMilwFBVV95cUxQWnRIT091SFUtcUN3N01qNHFyaVNEcWpWOTBTbXBlM1VOS3VGZ0Y2a2VNcUt6dVh0c1JvUG5za01Ld2dJQ1BaTmllZzRZMmJlelhiTWhkdEtGT3J0WS1oQVFrMDkydmVweGg4aXpsMmgxWWlZdEd0RmVVbzJmc2tuRzQ2eEprb3NkMjZEZVd0WlpvYm1oeUxz?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:34:05', 'M&M', "Rock Legend, 58, Sues Former Bandmate for $10M Over 'Brutal' Onstage Assault  parade.com", 'https://news.google.com/rss/articles/CBMimwFBVV95cUxPeFhoVWgwc0NDbnB6VTJmbjV2ZnVNaEExd3NkU0lvTWpkMTFaOU5RQUJ0al8wOTIyX1RTRmkzdkMweWNJNXJPY19pdnJiR1ExUWtxamZQUG9VNFBBWVZ1Q1dJSk5WZnVKMUx6YWNxTW9MampTU2o4Z0FkOHJIaU1yQXBMWDNPMl9FYXk5Z1BVWTNyTlNIOWdVQnFlQQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:39:07', 'TITAN', 'Craniacs Reveals Comic Books from Titan Comics  License Global', 'https://news.google.com/rss/articles/CBMikAFBVV95cUxQMVp1WF9wRlhQWEE1LXNvcGdwaG9waVFyMVIwOWhGUkZPenVqLW03eXZ0angtVlNaWlVJTUUxWHhOOGh4NEp3YmdQTl9kVHBUOHRHMThzbG9xcVotRUxGY2s4VGxzbWZpX3dFdmNWbFNwM00wd0M4bFNac29Edm95TzJwcHVub0o5TUFkb2ZtNjc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:42:26', 'TCS', 'TCS Toronto Waterfront Marathon unveils 2025 race medal  Canadian Running Magazine', 'https://news.google.com/rss/articles/CBMipgFBVV95cUxPcGJBRDhiX2ZjR3ZRRVdTQV83U1k2N0tJako5bW1TaGF5QkJxYUJaS2htVzhqa2U1QVA4ZU5US1ZSejJXQ0xmV2dxblEyODhveW53UXgzVTdwTnpFM3B2WmIzTlpsUWZ3dHk5cDVNMEF2UVNjMnJRdkgxUmx5YTA2LXAxRjlVREJhT2pVTmcyVWlhUUtKZWZEMFo4dDFIOUZHN3VQem5n?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:49:00', 'M&M', 'Peacock To Pay $3.6M To Settle Cancellation-Policy Lawsuit By Los Angeles County  Deadline', 'https://news.google.com/rss/articles/CBMipgFBVV95cUxNRXVrZXg0ZmEyLURxTjhxOW9lTGxnOERRdUZHMkhwS3ZHNjlmOHh5NnlST1VtcGxJeS1DRlFqNVF0ejJId25BbXRQckFIQUMxWEtxbW9SdTB0NzM5VG0xOUpHT3VMNmxJMjVvSi16Q2NoTkpyZVM0ckphckpSUUhGdnlHT3pOTkdkZnRDRHo2TTFUYWJVb1UxRmFXdUxUdWc2c1hiaFBR?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T20:56:13', 'M&M', 'Israel and US to forge $200m tech hub for AI and quantum science development  The Times of Israel', 'https://news.google.com/rss/articles/CBMiqgFBVV95cUxQR1EwaFRqX0hJWUUzbFczZHpSNVBUZmNVT2t2eUE1dWtQUkR1emVIZ2RPUGVfS2FaMXh3eUhVSnhKTmdvQ3VEbGQ0YlRYNDVac2dGbXRvTWNqSFpDelJ1UXRvMEl1X0t4QURuN053NXZDdGp0bkpuMG5MS0VNZjJYSXFPU0tFRnhIRUxSZXdvUkVJRUxRS3dxaHE2WjM1Q21MSXJvX2hCUW8zQdIBrwFBVV95cUxQQW1ueEN3aXdBMTJ4UlBrUU9DWTRpUHBzTW9rTUN4LTB6VUIydE9ITnRMNmtqZ2lMS3dxSTM3QkcyTEIyNDd1WGVPNWZUekM2blVuTEtZRW1YR2d6MGZwOHFZSTVWMmd2WWJNMkZ3QWVWdWc5d2Z3bHNWUnE1QTJxXzh6a0hzSmJ4MHBOMGEwblhTdWFHcGplVnMzZ3dCeFFVUWRLS1R5S3kybjNBQWxN?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:00:00', 'TITAN', 'Tennessee Titans Rookie Remains Unsigned as Training Camp Looms  Sports Illustrated', 'https://news.google.com/rss/articles/CBMiowFBVV95cUxNTndBb0dSX0Nzb3hCTWR0OEtCYmIxOE9ZNzBKVHh6ZExTWDhnYmExOXdHaTV3UEVFUWxpR25Del9kYV9vbVRCVkJJZG42eDE2c1MzTmo3VVJfUFZkZjR1N19KbEJUUkMzTncxWDI2ajUzS2JrZjkzRXJtVnluWm15Z093RURTQlczWk5QUDJYX1d4dEVMeWxkamJ0OFRQano4V1lJ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:05:00', 'LT', 'Lt. governor escalates feud with hometown over road ownership  WCAX', 'https://news.google.com/rss/articles/CBMimAFBVV95cUxNakZ2WjVFNGF4clF5UHluQTFBMUQxc3NvQ3ZoR0ZDMGNLODBxcWk4TU5MOFNvVFRYOExxSVk1UzB0Sy1tSV9Pd2JtSVYxMDVpU1NPSjUtU0h6Y2hSQmxYQTZTbTNnUXpjLVdtbWI1OGhRQUtKTmw0X3g3aC10UUJqYmRkOHBTWmFzM1RzeEYyVTVXSHVYR2MtWdIBrAFBVV95cUxQcTI4Y2hMTFRVSlJTa1pjTU5CZjJ0OEZDTkFGUnFscXk5b3BLdkFLa0JmWmhkSkFKRGFodjRwbU55blJHLUY2NnlyWUpKdGt5RjBudjBZM0dvMExrTXJQelp2YXJkZGhnRzlJbGtwUDR2VkNIcGFiTkpIY3JkZ1JLUDVNLUx4UDI3WGNkZUxMSVY1QlpjMF8xVW1MaS1hX3BiZ0hkQ1RuS3c4aGUw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:07:00', 'LT', 'Salvation Army Austin Corps welcomes two new Corps Officers  KTTC News', 'https://news.google.com/rss/articles/CBMilwFBVV95cUxNMkpJUFNFTXpaMlhhQUNxQ0d3RllRTWpQeWVRWnl1U21MaDRZenkzTjZIRU8zeG1rVVRESjZSYjMzc1EybE1yZ0RFTjlOZlRvUC1uc0F4LUZ0THg5QlVGekRwQVdsb0FJWm9xVlpKWDB4eVBycEt5QTdBM0c1TVJFbVdQbksyTHVfdzNybTVaMUFsSVJFR3lr0gGrAUFVX3lxTE1PYy1fMjBXbmdVWGRSNWtydnNxREVSNm9HRC1GN1pGT0pIZkFIVUlsSV9iU19Kd2tqQW96U2NDUGNJX0lKWkd5ekktU0xJb2d6MlFRUkItOVV6cllZVHdxeXdWVEVIS1QwbFUwSzhXS2oxTEYta28wd2t4TkFYSDdiVWJVaGxPRWZzOThlRjI5XzBJMGVSVDNrLVBPM0I3bFZ0UHVaNllxVERXMA?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:09:30', 'M&M', 'Popular Tex-Mex chain expands in Central Texas after $605M acquisition  MySA', 'https://news.google.com/rss/articles/CBMid0FVX3lxTE1KRHZHREo2NS1lVTJwZEVLRGZyMlVVNmhyN1dsTmVpd2FYUGtZcWxYYlJ0bEtaUDlnSF81bktnTGloOTM2ZTVNNzVIQUIzWHZ4OURyRzlMN01nc0JadUthVTNLMDE2cDR1cUpLWGNaLWRSZjNaNHo0?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:10:23', 'M&M', 'Tennis Hall of Fame Rejects Bill Ackman’s $10M Gift  Front Office Sports', 'https://news.google.com/rss/articles/CBMihwFBVV95cUxQeHZPLWI0Qm1XNXQ2N2c1WmlUd1FkUkZIOEM0TFEyRWpBNUc0R0pfYXFJNGprMDBSZml5VlFuVlBrNzdtSUNIQnRaS0hfNmhKbDM1SDFqVjJESzNUNHo4N3VKZkRHT1ptMnlFejNqc2J4NDREXzBJZlNNeGY2UlVIZ2dfVmxpMWM?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:17:20', 'M&M', 'Buyer of Maurizio Cattelan Banana Invests $100M in Trump Crypto  Hyperallergic', 'https://news.google.com/rss/articles/CBMirAFBVV95cUxPNHdEMk5YQ3hpVjBWcmRlSlFZbnBNYVA3Nk5LR1NtalpBQ1VxTXJWRXZDckstSGpQdXJwbnVlWGFFZmlyVmVLWkZLYnkyc3lDSThHcVBjMU5EOGxiZENWUkJLeWNOSV9BeGE5aEdqenJidkd5Y1hTTk13MVZPWHFfNnJSRnhSaGlXUm9xa3lvbHRLSjdORTY4ajVFaXdRVW81SGFheDZfSEpqNDhJ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:26:32', 'M&M', 'Thanks to $1M loan, Jim Schwartzel posts a $1.2M quarter in race to succeed Byron Donalds  Florida Politics', 'https://news.google.com/rss/articles/CBMiywFBVV95cUxOSkZia21vZWU4bmxfYUJBZkJaYUJZamtkbU5UT0ZNeEV4WW1HUmZlY2xTNjFHZjNYTlRncFVCMlY3dm5aZTdTM29JZl92NDhSajZmUHFMYWZxWFJ2Z3ZjWGxPVUlnTUtKMEYyQVlZdFQ2Wm5xVEdwQUFxRFEyUmNEemR0ZHk1Q3cyT0FWWTJiQWZVa2lFUXEwd2s2NUxKb3htNUstZmFjaGliS01kdEJsc0RMbnJfWEJFNDJORVFCR2NfZmNsSVVsQ09fNA?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:30:50', 'NTPC', 'Govt Enhances Investment Limit Of NTPC To Rs 20,000 cr  Deccan Chronicle', 'https://news.google.com/rss/articles/CBMiogFBVV95cUxORldLWkNDZ1k5ejE2Mkk4VkdfQnJMLVhTVWxOUEJpbXk0ZmNpRjdJa2hic3AteE4zbUp2OVo5bUh2cUJGN3YtNFhlLXBsc1Y0Y0pWc0xDaHFMYWJCQWsydlBfcDE1c1NNaExrT1BxUTg1NUlfT3Zja2J2Zi1fWGw3WlpzNDlZd3UtUzRoZjFLSFpYT2xpQnJiWWNLQUVHamtTdFHSAacBQVVfeXFMTTZ0ZEQzMnlSRV9BY0paXzEwQzRtS0RnYzBtVjBTaFlNM2w3djFFeUdUeEcyN3Q0VHliTndnRWo3WmIzNk5EdUxBTXlldXlJb2lJdFZENFBxbmF0OXhjLVFLZXcycGxhZTVwUkNTbl9rcURhX2tzaXN4Z0U3QTc2bzZfZWI1SE1yUzczWDAyTU5xc2tYT1MzMHEwczV1dWxWY1hBbmVIemM?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:34:27', 'HDFCBANK', 'HDFC Bank (HDFCB IN) Outlook: Any Rally From Here May End Quickly  Smartkarma', 'https://news.google.com/rss/articles/CBMiyAFBVV95cUxQeURUYjl5WVZ4QnBzSHYwS3BlQVpseko0N21EUGIzYWpUYWFDMjZxQlV0RFVCZnl5S1VGZWdYRDFHUDBJZHhlWi1taW5seTZlX0tndE82ZHRaMEpkRVZsdGkwSU9Nc20tV0FFTG51S1FfaGRJMklScFRaTFNOR0JsR3VDTnY1LW1NSGhzbVQ3bEZueG5vazVxb2FHeExXVllqVnF2QTlGbjFlUmcyV1VhQnk5TEotZ2xocXlRLWNTekotTHY1eUJPSA?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:42:40', 'RELIANCE', 'Modis reliance on his trusted set of lieutenants  Tribune India', 'https://news.google.com/rss/articles/CBMikwFBVV95cUxNYk5zblB4TWoxU0psVGlqNnZ0ZHVZSVZ1cTFGYTQtYmMtR3lxVjkxX0w1a2xIcm8tNms3aTBmakNULVp2WTltWmRUN3g1dzZUa0NOcnNsX2RldFoyOVZ2eXJqVERvVlVkYlBES0lxM013bkFqeFl3M0VrNHhiN0FyTFp0UkFCQzNxUEhYengzb01vWU3SAZcBQVVfeXFMT240YWlHdFdoQk93NUpIcHhkLUtHQWk4dHMxOTBlcEF0SVQxNEJXcTFwM1VmTlRWUnFqTGhmQldFai1fWTVDelBIZWU0NHdIa2Z0VXFPeEY4NV9SUjRmMDl3NEREN253YUNNZEdrVDZHa2R6TGh6NDMxdVI3VThNVlpMeEhFZ1ZVQzB6Z01oT0U3aDdRUGEwQQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:44:00', 'M&M', 'Double luck: Mass. man accidentally buys 2 winning $1M Powerball tickets  WCVB', 'https://news.google.com/rss/articles/CBMigwFBVV95cUxQbjFSaU1iZi1JYkNrNGIwNzhxVVlqMmo4RVhXSC1SVjBRbjd0V1A4V01qM1VGRG9MNlJOZjhxcWo1ZHA2Vzd3ek9ObTlwWW4zWHBqVlFiRUlJSEdKUndjbnZSWUQ1eThUU2ZsUVBoQklvaUtiX3pSRXA2TmpVbEl6MFQ2dw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:45:00', 'M&M', "Largest Martian meteorite sells for a whopping $5.3M at auction: 'Geological time capsule from another world'  New York Post", 'https://news.google.com/rss/articles/CBMi3AFBVV95cUxNUGViMEdfd1pack1iZUtIVk9BNEwyYjg1WHdiNmdaVVNzRWl6Y0xhcDdTNDRKem9wR1lKMU5UU0ZEZU4waUZXTENncTNBbnFXSFFGRnFWbDhnYjQ5bm9uRGtOZ3NMQ3VIYVlfNXd5eXNQb2RsY01ib1BwQXdtbmpERTBzdTRpVDNUWDRTNzRsU1hQUFFfUDJ4N0pzclhhUm9GUnRGbGJFazE5R2hjOG5aLW0yNVZ2M25DVlJVU0trMjdqOERtWnhPWnNBVEFyVU9YU2preTgyZnZwTHow?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:46:31', 'TITAN', 'E L Titan available to Australian and NZ breeders in 2025  Harnesslink', 'https://news.google.com/rss/articles/CBMimgFBVV95cUxOczlVTk1ZS2VKNFJEX3BLaGlaU1ZqQVk1ZzFPbEtlNW82OEd6UktyalVhZkVCVHVVZU84NHJtV2tWRXJWRE1TUm1lSnpQYy0zX2tPYWhJWEszSEZUZ0ZhUnhhc3Vqa0tMMU1KTW9NT2xUQmduR005Zi1GeWNrYnJNWWtDNDVkQVlmTzI2TlRBN2VCaDBrRlYwT3BR?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:58:00', 'M&M', 'Tornado Cash money launderer tells jury how he pulled off a $1M NFT scam at age 20  Business Insider', 'https://news.google.com/rss/articles/CBMiogFBVV95cUxQNUxvVjljR01zYlNRRUwzdUNsWkd0VER3X3Q5QVJaLTlrWEpzS29ncVJzMXJRRlBIa3lSWVFJbE5QUUNqQ091Z3hyempGU0gwcDNOLXZJSmViQ2luLXo3SEpVYlNrb19jdGkxUlRZV19jUkhlNEZXTUdBbVVha1RZVVhxUU9NLURXZWhyR2xmUjVtWVlvbFkwOGQ2ZVh1Wm0zcWc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T21:59:56', 'M&M', 'Las Vegas nurse pleads guilty to $14M Medicare fraud scheme  KSNV', 'https://news.google.com/rss/articles/CBMikwFBVV95cUxPM20xdVYwUTN2RVo5aVd0M3E1OW1Oekd3dVhubHY2SnZhN2tUOXpSelBBUV9QX0QyUXBfbkF2MHREV1lsUE93VllhUUVSdllNSi1KUGhSUUdmWUs3NzZicnZGT3BkM2NkUUJuUUpyblVuWGM2ZTFtMVFYcHFNdnlWTFJHd25BZHdfY285dEt4NGNMSHc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T22:00:37', 'M&M', 'Advocacy group CEO claims he was offered $20 million to recruit protesters for anti-Trump demonstrations  Fox News', 'https://news.google.com/rss/articles/CBMivwFBVV95cUxNUG5QcE1EaE5DQVZrNnJLSWVkRlVseHFiY1FLdV9BRExRSkpVZmlDeU9GV2ZwdkYzTXZaZFc5SzBNRDZCdWVjcTZPMlphYzVIaGJiNmJyY0liZ1lQS3NZd0JKT193VjZISEZ1SDR6cGVHQVdFU1dBREppaUNEcmVtYk1RZ0FJRUJUV3BxLXh6MUFZZXNfVEtNVGNhMnA0d3haeFhEajhlbVFDS0R5M1ByMFNRVUYyZzRHOGdSLUlnSdIBxAFBVV95cUxOaV9HRC12ejQ0cXNIN0REU2dlcnhKTFQyUkIzb3JVTkYzYWFWOGRhbjFYY3hRd3NCUXYtMU45cWtwM3JLa0c2QmdWTDJoalFqclRSMTE5OUMyeUZHYXFXeWhBekZvUU0wQjhwNk50ZnRqNXUxd2w3S1dXaFZQR2h4X0E2LXhJdmdMQ1NiQm95WlFobWZxakIwSmV6UDNCNnRXNldIWW53ekQteGR4RVBxbWd3UlIwQUFPbEw3ZXJQWmQ3dzdF?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T22:02:04', 'M&M', 'Largest Mars rock ever sells for $4.3m at auction  BBC', 'https://news.google.com/rss/articles/CBMiWkFVX3lxTE11MDZVVDlxZjVPQ2VuSXd1aUQ3R3VkVUg3WHVZQVZnbXhfNUQ0cDE2c0dHOVYxVTN2XzBQM0FlOTF3WktCUkczR29VVDdQaTdFWW5tTk9uOEEyUdIBX0FVX3lxTFBOSHJfNGZtdVRWUnhyY1dIbEJnOHpnQ1JtcXM1NzlfYlVLRjJxMEVfUnphWThYa0tTY2NHN2FGUkZtbUtEMVQ2cHFFYi1rYVFzWnFDZzdReUpaQ1piTDgw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
